,tags,Cleaned_tweet,recommend,symptoms1
5985,asthma,amp asthma relatively common amp manageable likely amp hope   so kno ,Inhaler:Take a puff of your rescue medication inhaler,No
5990,asthma,  city gave asthma     's 'm fucking leaving  ,Inhaler:Take a puff of your rescue medication inhaler,No
6007,asthma, end say well long standing diabetes know really bad asthma depressed ,Inhaler:Take a puff of your rescue medication inhaler,No
6008,asthma,woke panic attack due firework plus asthma,Inhaler:Take a puff of your rescue medication inhaler,No
6015,asthma,try hard clever since gas stove home known increase asthma wouldnt ben ,Inhaler:Take a puff of your rescue medication inhaler,No
6018,asthma,isnt war joke biden got three deferment extreme munchausen syndrome asthma,Inhaler:Take a puff of your rescue medication inhaler,No
6025,asthma,spews shit cause asthma  this isnt hard,Inhaler:Take a puff of your rescue medication inhaler,No
6032,asthma,bad hoe tried bully beat hoe asthma attack hit first punched ,Inhaler:Take a puff of your rescue medication inhaler,No
6039,asthma, child asthma want know common symptom struggle parent carers join ,Inhaler:Take a puff of your rescue medication inhaler,No
6043,asthma,seasonal nasty asthma im inhaler nebuliser etc drinking water ,Inhaler:Take a puff of your rescue medication inhaler,No
6046,asthma,zion scared tf hate weather change asthma fuckn bad,Inhaler:Take a puff of your rescue medication inhaler,No
6047,asthma, sir child suffering asthma due dust lagos abeokuta expressway meiran bus stop ,Inhaler:Take a puff of your rescue medication inhaler,No
6048,asthma,ive covid flu cold since dec gave hepa filter purifier home asthma ,Inhaler:Take a puff of your rescue medication inhaler,No
6058,asthma,totally agree person underlying illness asthma copd followed shielding rule little kno ,Inhaler:Take a puff of your rescue medication inhaler,No
6059,asthma,  's going hospital every fucking holiday lmao  i 'm relatively fine bad asthma attack ,Inhaler:Take a puff of your rescue medication inhaler,No
6062,asthma,it secure woman mean cut puppy filthy sodomite asthma attack,Inhaler:Take a puff of your rescue medication inhaler,No
6069,asthma,you may learned reality harsh way suffering asthma long covid chronic bronchitis ,Inhaler:Take a puff of your rescue medication inhaler,No
6072,asthma,im sorry youve misinformed.   asthma autoimmune dise ,Inhaler:Take a puff of your rescue medication inhaler,No
6087,asthma,  ky mum joanne experienced terrifying asthma attack camping kosciusko national park 's crucial pa   ,Inhaler:Take a puff of your rescue medication inhaler,No
6088,asthma,  got asthma n 'll fail piss test cuz 'm dirty  ,Inhaler:Take a puff of your rescue medication inhaler,No
6094,asthma,uh secondhand smoke lmaooo amp probability child coming severe asthma lot higher there mean,Inhaler:Take a puff of your rescue medication inhaler,No
6100,asthma,  often jog    me usually jog time week   me asthma laughing way much ,Inhaler:Take a puff of your rescue medication inhaler,No
6101,asthma,and mina vele ngine asthma shame imbali make sick,Inhaler:Take a puff of your rescue medication inhaler,No
6102,asthma,who fog morning bit choking making asthma issue worse high pm . gridding keepi ,Inhaler:Take a puff of your rescue medication inhaler,No
6103,asthma,  nvm 's american long tax n't paying baby asthma medical issue  ,Inhaler:Take a puff of your rescue medication inhaler,No
6118,asthma,how virtualwards help asthma patient   using remote monitoring tech healthcare team monitor p ,Inhaler:Take a puff of your rescue medication inhaler,No
6123,asthma,know cold amp flu dont seem like big deal child underlying condition amp asthma hasnt allowed ,Inhaler:Take a puff of your rescue medication inhaler,No
6128,asthma, asthma treatment work common side effects   tipsfornewdocs meded medtwitter medicine medical ,Inhaler:Take a puff of your rescue medication inhaler,No
6130,asthma,little asthma attack wont hurt,Inhaler:Take a puff of your rescue medication inhaler,No
6145,asthma,ive panicking since morning everything going wrong asthma attack dance practice ea ,Inhaler:Take a puff of your rescue medication inhaler,No
6155,asthma,  also asthma liver disease lymphedema among condition n't want long covid added li ,Inhaler:Take a puff of your rescue medication inhaler,No
6160,asthma,may rank asthma hand get cold im mad im coming,Inhaler:Take a puff of your rescue medication inhaler,No
6165,asthma,innit curious how it\ 's r wingers publican magats ever get   asthma     chronic h ,Inhaler:Take a puff of your rescue medication inhaler,No
6169,asthma, ++ asthma heavy smoker well,Inhaler:Take a puff of your rescue medication inhaler,No
6184,asthma,asthma sufferer year inhaler per month expensive j ,Inhaler:Take a puff of your rescue medication inhaler,No
