,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
5155,"b'@shersherwarner @mrkstdngr its like obesity you can tell them about all the health issues it causes, how it fucks u... https://t.co/h1sspehirm'",obesity,like obesity tell health issue cause fuck u ,0.6,-0.4,Negative,"['obesity', 'health', 'issue']",['u'],Eat high fibre foods.
5156,"b'@dalehof1234 i did read some factors they found were in common. obesity, late pregnancy.'",obesity,read factor found common obesity late pregnancy,0.55,-0.3,Negative,"['read factor', 'common obesity', 'late pregnancy']","['read', 'common', 'late']",Eat high fibre foods.
5157,"b'despite every government in the world committing the international targets to address obesity, most countries have... https://t.co/fkrhdbzred'",obesity,despite every government world committing international target address obesity country ,0,0,Neutral,"['every government', 'world', 'international target', 'address obesity', 'country']","['international', 'address']",Join a yoga class or a meditation group
5158,"b'rt @ravichandrakri7: a recent study published by the diabetes, obesity, and metabolism journal found that xoth keto bhb supported burning f...'",obesity, recent study published diabetes obesity metabolism journal found xoth keto bhsupported burning f ,0.25,0,Neutral,"['recent study', 'obesity metabolism', 'journal', 'f']","['recent', 'obesity']",The Psychology of Well-Being Course by Yale University (online course)
5159,b'adults over 50 with obesity experience greater stress during the first year of covid https://t.co/lwvoyqyfw8',obesity,adults obesity experience greater stress first year covid,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']",The Body Keeps the Score by Bessel van der Kolk (book)
5160,b'great outcomes came to be smoother the minute i had become healthy with this major plan to diminish your obesity https://t.co/dtnggwlq2u',obesity,great outcome came smoother minute become healthy major plan diminish obesity,0.583333333,0.454166667,Positive,"['great outcome', 'minute become', 'healthy major plan', 'diminish obesity']","['great', 'minute', 'healthy', 'major', 'diminish']",Authentic Happiness by Martin Seligman (book)
5161,"b'obesity, stupidity...drink virility. #dante #bot'",obesity,obesity stupidity  drink virility dante bot,1,-0.6,Negative,"['obesity', 'stupidity', 'virility', 'dante', 'bot']",[],Eat high fibre foods.
5162,b'@stevin2021 @birb_k increasing obesity? these graphs do not cover 2020 or 2021.',obesity,increasing obesity graph cover,0,0,Neutral,"['obesity', 'graph', 'cover']",[],join a community service project or volunteer for a cause they care about
5163,b'@avrilawrites @yfactr @ghosty02772504 @rottenindenmark not if the population you measure the definition of obesity... https://t.co/crrdtru9fo',obesity,population measure definition obesity ,0,0,Neutral,"['population', 'measure', 'definition', 'obesity']",[],"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
5164,b'did you know... @ecpobesity offers an\nopen-access image bank that portrays individuals with #obesity in ways that a... https://t.co/v7wzopdftf',obesity,did know  offer an open access image bank portrays individual obesity way ,0.4,0,Neutral,"['offer', 'an open access', 'image', 'bank', 'individual obesity', 'way']","['open', 'individual']",The Self-Acceptance Project Course by Sounds True (online course)
5165,b'adults over 50 with obesity experience greater stress during the first year of covid \n\n#medpub #epidtwitter #meded... https://t.co/x6a84tit7g',obesity,adults obesity experience greater stress first year covid   medpuepidtwitter meded ,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid', 'medpuepidtwitter']","['greater', 'first']",Join a yoga class or a meditation group
5166,b'the 4th nutrition and health conference childhood obesity . https://t.co/pavbtojt6m',obesity,the th nutrition health conference childhood obesity,0,0,Neutral,"['the th nutrition', 'health', 'conference', 'childhood', 'obesity']",['th'],The Psychology of Well-Being Course by Yale University (online course)
5167,"b'@beech_fit obesity is induced by magnesium deficiency.\n\nwithout magnesium, the chemical reactions that produce ene... https://t.co/efrbws247k'",obesity,obesity induced magnesium deficiency.  without magnesium chemical reaction produce ene ,0,0,Neutral,"['obesity', 'magnesium deficiency', 'magnesium chemical', 'reaction', 'ene']","['magnesium', 'magnesium']","take up a new hobby or creative pursuit, such as painting, photography, or writing"
5168,b'rt @weightloss_pak: bariatric surgery is the most effective long-term treatment to obesity.\n\nvisit : https://t.co/54g6mmhwed\n#weightlossjou...',obesity, bariatric surgery effective long term treatment obesity.  visit,0.8,0.6,Positive,"['bariatric surgery', 'effective long term', 'treatment', 'obesity', 'visit']","['bariatric', 'effective', 'long']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
5169,b'@quinndiamond1 this is not ass this is obesity',obesity,as obesity,0,0,Neutral,['obesity'],[],"The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
5170,b'of for being sick in the name of not promoting obesity or not promoting anorexia shaming both people will not h... https://t.co/dzahrdig3t',obesity,of sick name promoting obesity promoting anorexia shaming people h ,0.857142857,-0.714285714,Negative,"['sick name', 'obesity']","['sick', 'anorexia']",Eat high fibre foods.
5171,"b""rt @omasocial: don't forget to submit your presentation proposal for overcoming obesity 2023 in san antonio, tx! the application closes on...""",obesity,  n't forget submit presentation proposal overcoming obesity san antonio tx application close   ,0,0,Neutral,"['submit presentation', 'proposal', 'obesity', 'san antonio tx', 'application']","['submit', 'san', 'antonio']",Mindful Eating Course by The Center for Mindful Eating (online course)
5172,"b'rt @worldobesity: together, we can change the way we understand, prevent and treat obesity. it all starts with a conversation. use our card...'",obesity, together change way understand prevent treat obesity staconversation use card ,0,0,Neutral,"['change', 'way', 'understand prevent', 'treat', 'obesity', 'staconversation', 'use', 'card']",['understand'],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
5173,b'mcdonalds is selling a 40pc nugget for $11.00 .. im convince they promote obesity ',obesity,mcdonalds selling pc nugget .. im convince promote obesity,0,0,Neutral,"['pc', 'nugget', 'im', 'convince', 'promote', 'obesity']",[],The Seven Spiritual Laws of Success by Deepak Chopra (book)
5174,"b'@thatericalper theyre combating obesity in the states and since they didnt put the ""s"" hersheys felt indebted t... https://t.co/rrrpnk7qcn'",obesity,theyre combating obesity state since didnt put     hershey felt indebted ,0,0,Neutral,"['theyre', 'obesity', 'state', 'didnt']",['indebted'],Positive Psychology: Martin Seligman's Visionary Science 
5175,"b'3rd international conference on #diabetes #endocrinology and #obesity during march 20-21, 2023 at virtual meet more... https://t.co/u5zbpugsdy'",obesity,rd international conference diabetes endocrinology obesity march virtual meet ,0,0,Neutral,"['rd international conference', 'endocrinology obesity', 'virtual meet']","['rd', 'international', 'endocrinology', 'virtual']",The Body Keeps the Score by Bessel van der Kolk (book)
5176,b'@mrobertsqld obesity and smoking affect your chances of getting a transplant. is that against human rights?',obesity,obesity smoking affect chance getting transplant human right,0.317857143,0.142857143,Positive,"['obesity', 'smoking', 'affect chance', 'transplant human right']","['affect', 'transplant', 'human']",A Course in Miracles by Foundation for Inner Peace (book)
5177,b'@krowncryptocave obesity and porn in my opinion',obesity,obesity porn opinion,0,0,Neutral,"['obesity', 'porn opinion']",['porn'],The Miracle Morning by Hal Elrod (book)
5178,"b""@harryjsisson there's an obesity problem in america, we need to take action on spoons.""",obesity,  's obesity problem america need take action spoon  ,0.1,0.1,Positive,"['obesity', 'problem', 'america', 'action', 'spoon']",[],"The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
5179,b'adults over 50 with #obesity experience greater #stress during the first year of covid @mcmastereng... https://t.co/vibnrk8npp',obesity,adults obesity experience greater stress first year covid ,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']",The Body Keeps the Score by Bessel van der Kolk (book)
5180,"b""i'm all for tackling obesity in the  but please stop attending my gym so early so i can hit my full workout.\n\ntha... https://t.co/vy3utqkedg""",obesity,  'm tackling obesity please stop attending gym early hit full workout.  tha ,0.425,0.225,Positive,"['obesity', 'please', 'gym early hit', 'full workout', 'tha']","['gym', 'early', 'full']",The Four Agreements by Don Miguel Ruiz (book)
5181,b'@sandmanmgtow thats south africa: cape town. im south african female obesity is at 70%.',obesity,thats south africa cape town im south african female obesity,0.083333333,0,Neutral,"['africa cape', 'town', 'im', 'south african female', 'obesity']","['africa', 'south', 'african']","The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
5182,"b'guess the common factor in #obesity, #diabetes &amp; #chronicpain!\n\nthey all improve or resolve within a few months of... https://t.co/nhrfnw0ecq'",obesity,guess common factor obesity diabetes amp chronicpain   they improve resolve within month ,0.5,-0.3,Negative,"['guess', 'common factor', 'obesity', 'chronicpain', 'month']",['common'],
5183,b'@ursulav there are also some hcov variants (older coronaviruses that infect humans) that cause obesity.\n\nit would b... https://t.co/gsk6lzzvrc',obesity,also hcov variant older coronaviruses infect human cause obesity.  it would ,0.216666667,0.083333333,Positive,"['hcov', 'human cause', 'obesity']","['variant', 'older', 'human']",Join a yoga class or a meditation group
5184,b'@benonwine a short cut to heart disease and obesity.',obesity,shocut headisease obesity,0,0,Neutral,"['shocut headisease', 'obesity']",['shocut'],try a new healthy recipe and cook it from scratch
5185,b'@jhoffman___ an obesity crisis in a nation that apparently now has millions of people only alive thanks to foodbank... https://t.co/d5opm1gmtu',obesity,obesity crisis nation apparently million people alive thanks foodbank ,0.316666667,0.116666667,Positive,"['obesity', 'crisis', 'nation']",['alive'],Flow: The Psychology of Optimal Experience by Mihaly Csikszentmihalyi (book)
5186,b'bariatric surgery is the most effective long-term treatment to obesity.\n\nvisit : https://t.co/54g6mmhwed... https://t.co/8slnhocutr',obesity,bariatric surgery effective long term treatment obesity.  visit,0.8,0.6,Positive,"['bariatric surgery', 'effective long term', 'treatment', 'obesity', 'visit']","['bariatric', 'effective', 'long']",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
5187,b'@jackdcoulson obesity  pandemic is nothing compare to stupidity pandemic',obesity,obesity pandemic nothing compare stupidity pandemic,1,-0.6,Negative,"['obesity', 'pandemic nothing', 'compare', 'stupidity']",['pandemic'],Eat high fibre foods.
5188,"b""it's clear with the american obesity epidemic that engineering food is bad and destructive. we should probably stop... https://t.co/mesnqkxtol""",obesity,  's clear american obesity epidemic engineering food bad destructive probably stop ,0.4125,-0.3,Negative,"['clear american obesity', 'epidemic engineering', 'food', 'bad destructive']","['clear', 'american', 'epidemic', 'bad']",Eat high fibre foods.
5189,b'@hrp1479 @jamesmelville i noticed the lack@of obesity',obesity,noticed lack obesity,0,0,Neutral,"['noticed lack', 'obesity']",['noticed'],"The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
5190,b'posit: obesity epidemic is not a problem but a solutionamerican bacon-wrapped seppuku https://t.co/a8ks1vfdrg',obesity,posit obesity epidemic problem solutionamerican bacon wrapped seppuku,0,0,Neutral,"['posit', 'obesity', 'problem', 'solutionamerican bacon', 'seppuku']",['solutionamerican'],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
5191,b'just now:  france suspects that their tigers died from obesity.',obesity,just france suspect tiger died obesity,0,0,Neutral,"['france', 'suspect tiger', 'obesity']",['suspect'],The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
5192,"b'rt @diabeticbutchy: the junk food industry used ""science"" to blame overweight people for obesity, when it was sugar the whole time, and gmo...'",obesity, junk food industry used   science   blame overweight people obesity sugar whole time gmo ,0.4,0.2,Positive,"['junk', 'food', 'industry', 'science', 'blame', 'obesity', 'sugar', 'whole time', 'gmo']","['overweight', 'whole']",The Life-Changing Magic of Tidying Up by Marie Kondo (book)
