,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
5376,5376,"b'limbo. surrounds foolishness. stellan, ill. autism.\n?\n\n\ncx10\ncx10\ncx10'",autism,limbo surround foolishness stellan ill. autism.     cx cx cx,1.0,-0.5,Negative,"['limbo', 'surround', 'foolishness', 'stellan', 'ill. autism', 'cx', 'cx', 'cx']",['ill.'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5379,5379,"b'do y\'all see?! this is the second ""autism expert"" in as many days who has said something fucked up about us. https://t.co/aqtmc8d3u8'",autism,do y\'all see second   autism expe  many day said something fucked u,0.4,-0.033333333,Negative,"['second autism', 'many day', 'something']","['second', 'many', 'u']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5394,5394,"b'vacuum. moonflowing, bubble autism. fires chapter.\n?\n\n\nfun273\nfun273\nfun273'",autism,vacuum moonflowing bubble autism fire chapter.     fun fun fun,0.0,-0.008333333,Negative,"['vacuum', 'bubble autism', 'fire', 'chapter', 'fun', 'fun', 'fun']",['bubble'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5395,5395,b'because autism is trending ...\n\nbatman is clearly autistic \n\n@dccomics #batman #bautman https://t.co/sepopix4nd',autism,because autism trending    batman clearly autistic    batman bautman,0.2,-0.2,Negative,"['autism', 'autistic batman', 'bautman']","['batman', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5396,5396,"b'@victoriajustice eating sushi with a horrible guy and prejudices against people with autism is nice too, right?! ... https://t.co/byvimmrpig'",autism,eating sushi horrible guy prejudice people autism nice right ,0.845238095,-0.038095238,Negative,"['sushi', 'horrible guy', 'prejudice', 'nice right']","['horrible', 'nice']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5399,5399,b'@florence_rattle @shatterface @cambridge_uni @pcu_cambridge @nihrresearch @autism autistic adult also! always belie... https://t.co/pgnb1v8efj',autism,autistic adult also always belie ,0.25,-0.05,Negative,['autistic adult'],['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5402,5402,b'rt @autismsupsoc: #autism #autistic #bautman #batman #adhd\n#sleepdisorders you up? https://t.co/kigymfeiq1',autism, autism autistic bautman batman adhd sleepdisorders,0.2,-0.2,Negative,"['autism', 'autistic bautman', 'batman']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5405,5405,b'women/afab are committing suicide due to professionals who arent educated on autism getting if it wrong and gasl... https://t.co/vg4mwbtpqx',autism,women afacommitting suicide due professional arent educated autism getting wrong gasl ,0.458333333,-0.175,Negative,"['suicide', 'due professional arent', 'autism', 'wrong gasl']","['due', 'professional', 'wrong']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5406,5406,"b'and generally, question non-autistic ""autism specialists"", most of them get so much about autism wrong. listen to a... https://t.co/lf7l740lzd'",autism,and generally question non autistic   autism specialist   get much autism wrong listen ,0.533333333,-0.083333333,Negative,"['question', 'non autistic autism', 'specialist', 'much autism', 'wrong listen']","['non', 'autistic', 'much', 'wrong']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5411,5411,"b'@wehatethese that abomination of a movie that sia made, terrible autism rep'",autism,abomination movie sia made terrible autism rep,1.0,-1.0,Negative,"['abomination', 'movie', 'sia', 'terrible autism', 'rep']",['terrible'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5423,5423,b'pizza tower looks like beastly levels of autism game',autism,pizza tower look like beastly level autism game,0.4,-0.4,Negative,"['pizza', 'tower', 'level autism', 'game']",['level'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
